"mID","mName","mAdd1","mAdd2","mCity","mZip","mDayNo","mDay","mTime","mInternational","mOpen","mSmoke","mType","mNotes","mAccess","mSpecial"
"20620","Principles Before Personalities","St. Matthias Episcopal Church","6400 Belair Rd.","Baltimore","21206","5","Thu","07:30P","19:30","O","NSM","Discussion","Big Book","","39.352792,-76.533378"
"10205","Manchester Monday Grapevine","Immanuel Lutheran Church","3184 Church St.","Manchester","21102","2","Mon","08:00P","20:00","O","NSM","Discussion","Grapevine","H","39.660877,-76.883059"
"4515","Tuesday Noon Steppers","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","3","Tue","12:00P","12:00","O","NSM","Discussion","Step","H","","39.213784,-76.846077"
"22720","Arbutus Step","Holy Nativity LutheranChurch","1200 Linden & Shelbourne Aves.","Arbutus/Halethorpe","21227","3","Tue","05:30P","17:30","O","NSM","Discussion","Step","","39.254798,-76.699928"
"20903","GALAA","Mt. Washington Utd Meth Church","5800 Cottonworth Ave.","Mt. Washington","21209","6","Fri","07:00P","19:00","O","G","Discussion","Gay","","39.367367,-76.649873"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","07:00P","19:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"4202","Folly Quarter Tuesday Night","Franciscan Friars","12290 Folly Quarter Rd.","Ellicott City","21042","3","Tue","07:30P","19:30","O","NSM","Discussion","","","39.250071,-76.931751"
"15738","Early Risers (Westminster)","St. Paul's United Church of Christ","Bond & Green Streets (Enter on W. Green Street)","Westminster","21157","3","Tue","06:30A","06:30","O","NSM","Discussion","12 & 12","H","39.572227,-76.992966"
"15738","Early Risers (Westminster)","St. Paul's United Church of Christ","Bond & Green Streets (Enter on W. Green Street)","Westminster","21157","5","Thu","06:30A","06:30","O","NSM","Discussion","Daily Reflections","H","39.572227,-76.992966"
"15738","Early Risers (Westminster)","St. Paul's United Church of Christ","Bond & Green Streets (Enter on W. Green Street)","Westminster","21157","6","Fri","06:30A","06:30","O","NSM","Discussion","Promises","H","39.572227,-76.992966"
"22721","Awake and Ready","Church of the Holy Apostles","4922 Leeds Ave., use the white door","Arbutus/Halethorpe","21227","5","Thu","07:00A","07:00","O","NSM","Discussion","","","39.255269,-76.692553"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","1","Sun","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","2","Mon","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","3","Tue","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","4","Wed","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","5","Thu","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","6","Fri","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4501","Columbia Dawn Patrol","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","7","Sat","06:00A","06:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4502","Columbia Oakland Mills","Christ Episcopal Church","6800 Oakland Mills Rd. @ Dobbin; off Rt.175","Columbia","21045","4","Wed","08:00P","20:00","O","NSM","Discussion","","","39.184834,-76.827135"
"4502","Columbia Oakland Mills","Christ Episcopal Church","6800 Oakland Mills Rd. @ Dobbin; off Rt.175","Columbia","21045","7","Sat","02:00P","14:00","O","NSM","Discussion","","","39.184834,-76.827135"
"4503","Easier Softer Way Columbia","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","7","Sat","12:00P","12:00","C","NSM","Discussion","","","39.234594,-76.825019"
"4503","Easier Softer Way Columbia","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","4","Wed","08:30P","20:30","C","NSM","Discussion","Agnostic","","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","1","Sun","06:30P","18:30","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","1","Sun","08:00P","20:00","O","NSM","Discussion","Promises","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","2","Mon","12:00P","12:00","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","2","Mon","06:30P","18:30","O","NSM","Discussion","Step","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","2","Mon","08:00P","20:00","C","W","Discussion","Women","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","2","Mon","08:00P","20:00","C","M","Discussion","Men","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","3","Tue","12:00P","12:00","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","3","Tue","06:30P","18:30","O","NSM","Discussion","Step","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","3","Tue","08:00P","20:00","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","4","Wed","12:00P","12:00","O","NSM","Discussion","Twelve & Twelve","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","6","Fri","06:30P","18:30","O","NSM","Discussion","As Bill Sees It","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","7","Sat","08:00P","20:00","O","NSM","Discussion","Trad., 3rd Sat/Month","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","5","Thu","12:00P","12:00","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","5","Thu","06:30P","18:30","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","5","Thu","08:00P","20:00","O","NSM","Discussion","Beginner Step","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","6","Fri","08:00P","20:00","O","NSM","Discussion","Big Book","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","6","Fri","12:00P","12:00","O","NSM","Discussion","","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","7","Sat","06:30P","18:30","O","NSM","Discussion","Speaker","H","39.234594,-76.825019"
"4505","Phelps Luck","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","4","Wed","06:30P","18:30","O","NSM","Discussion","","H","39.234594,-76.825019"
"4506","Columbia First Things First","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","4","Wed","08:30P","20:30","O","NSM","Discussion","Beginner","","39.234594,-76.825019"
"4509","Eleventh Step Discussion Meeting","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","1","Sun","06:30P","18:30","O","NSM","Discussion","","","39.234594,-76.825019"
"4510","Promise Of A New Day","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","1","Sun","10:00A","10:00","O","NSM","Discussion","","","39.234594,-76.825019"
"4512","Saturday Morning Step","The Phelps Luck Alano Club, Inc.","9231 Rumsey Rd., Bay 1","Columbia","21045","7","Sat","10:00A","10:00","O","NSM","Discussion","Step","","39.234594,-76.825019"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","2","Mon","12:00P","12:00","O","NSM","Discussion","Big Book","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","2","Mon","06:00P","18:00","O","NSM","Discussion","Big Book","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","4","Wed","12:00P","12:00","O","NSM","Discussion","","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","4","Wed","06:00P","18:00","O","G","Discussion","Gay","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","5","Thu","12:00P","12:00","O","NSM","Discussion","","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","6","Fri","12:00P","12:00","O","NSM","Discussion","Step","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","7","Sat","06:30A","06:30","O","NSM","Discussion","","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","3","Tue","06:00P","18:00","O","NSM","Discussion","Step","H","39.213784,-76.846077"
"4601","Talbott Springs","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","5","Thu","06:00P","18:00","O","NSM","Discussion","","H","39.213784,-76.846077"
"4602","Reencuentro","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","1","Sun","04:00P","16:00","O","S","Discussion","Spanish","H","39.213784,-76.846077"
"15502","Emory 24-Hour","Emory Methodist Church","1600 Emory Rd. (Rt.91) & Emory Church Rd.","Upperco","21155","7","Sat","07:00P","19:00","O","NSM","Discussion","","H","39.54417,-76.837688"
"15701","Acceptance At Noon","Church of the Ascension","23 N. Court St., off Main St., rear ent.","Westminster","21157","4","Wed","12:00P","12:00","O","NSM","Discussion","Topic","H","39.298277,-76.610169"
"15702","New Attitude Of Gratitude","Senior Center","125 Stoner Ave. (near Carroll Co. Hosp.)","Westminster","21157","6","Fri","06:30P","18:30","O","NSM","Discussion","","H","39.558716,-76.98682"
"15705","S.A.S.T.O.","Mt. Zion United Methodist Church","3006 Old Westminster Pike (bet. old & new Hwys.)","Finksburg","21048","5","Thu","06:30P","18:30","O","NSM","Discussion","","","39.492714,-76.889259"
"15706","Saturday Morning","Ascension Episcopal Church","23 N. Court Street","Westminster","21157","7","Sat","09:30A","09:30","O","NSM","Discussion","Rear entrance","","39.570317,-76.98924"
"15708","The New Smallwood","Deer Park United Methodist Church","2205 Sykesville Rd.(Rt. 32) & Deer Park Rd.","Westminster","21157","6","Fri","08:00P","20:00","O","NSM","Discussion","","","39.513166,-76.975233"
"15710","Westminster Monday Night","Grace Lutheran Church","21 Carroll St.; rear","Westminster","21157","2","Mon","08:30P","20:30","C","NSM","Discussion","Step","","39.578015,-76.996962"
"15715","Saturday Night Live","Church of the Ascension","23 N. Court St., off Main St., rear ent.","Westminster","21157","7","Sat","07:30P","19:30","O","NSM","Discussion","","","39.570277,-76.989214"
"21004","Hopkins","The Church of Christ","530 W. University Pkwy.","Roland Park","21210","3","Tue","12:15P","12:15","O","NSM","Discussion","Promises","H","39.337683,-76.624961"
"15719","Westminster Wednesday Night","Meadow Branch Ch. of the Brethren","818 Old Taneytown Rd.; Rt.140 & Royer Rd.","Westminster","21157","4","Wed","08:30P","20:30","C","NSM","Discussion","","","39.588545,-77.027531"
"15723","Smallwood Tuesday Noon","Deer Park United Methodist Church","2205 Sykesville Rd. (Rt. 32) & Deer Park Rd.","Westminster","21157","3","Tue","12:00P","12:00","O","NSM","Discussion","","","39.513166,-76.975233"
"15725","Just For Today","First Church of God","27 N. Center St.","Westminster","21157","5","Thu","12:00P","12:00","O","NSM","Discussion","","H","39.563364,-76.988209"
"15726","Alcohol Recovery","Seventh Day Adventist Church","320 Crest Lane","Westminster","21157","1","Sun","09:00A","09:00","O","NSM","Discussion","","","39.54349,-76.986179"
"15733","Bond & Green","St Pauls United Church of Christ","17 Bond & Green Street","Westminster","21157","3","Tue","08:30P","20:30","C","NSM","Discussion","Big Book","","39.575669,-76.998548"
"15733","Bond & Green","St Pauls United Church of Christ","17 Bond & Green Street","Westminster","21157","7","Sat","12:00P","12:00","C","NSM","Discussion","Topic","","39.575669,-76.998548"
"15733","Bond & Green","St Pauls United Church of Christ","17 Bond & Green Street","Westminster","21157","1","Sun","08:00P","20:00","C","NSM","Discussion","Step","","39.575669,-76.998548"
"15734","Wednesday Night Steps To Freedom","Church of the Ascension","23 N. Court St., off Main, rear, rm 210","Westminster","21157","4","Wed","07:00P","19:00","O","NSM","Discussion","Beginner's","H","39.570277,-76.989214"
"15801","Bachman Valley Big Book","Jerusalem Lutheran Church","1374 Bachman Valley Rd. at Bixler Church Rd.","Westminster","21158","2","Mon","08:00P","20:00","O","NSM","Discussion","Big Book","H","39.663398,-76.946598"
"15804","Feels Good to Be Sober","Church of the Ascension","23 N. Court St., off Main St., rear ent.","Westminster","21157","2","Mon","12:00P","12:00","O","NSM","Discussion","Topic","H","39.570277,-76.989214"
"16201","Cowenton","Cowenton United Methodist Church","10838 Red Lion Rd.","White Marsh","21162","1","Sun","07:00P","19:00","O","NSM","Discussion","Speaker","","39.382502,-76.42567"
"16201","Cowenton","Cowenton United Methodist Church","10838 Red Lion Rd.","White Marsh","21162","4","Wed","07:00P","19:00","O","NSM","Discussion","Steps & Traditions","","39.382502,-76.42567"
"16201","Cowenton","Cowenton United Methodist Church","10838 Red Lion Rd.","White Marsh","21162","2","Mon","06:00P","18:00","O","NSM","Discussion","","","39.382502,-76.42567"
"16201","Cowenton","Cowenton United Methodist Church","10838 Red Lion Rd.","White Marsh","21162","6","Fri","07:00P","19:00","O","NSM","Discussion","Big Book","","39.382502,-76.42567"
"16202","White Marsh Beginner's Step","Cowenton United Methodist Church","10838 Red Lion Rd.","White Marsh","21162","5","Thu","06:30P","18:30","O","NSM","Discussion","Step","","39.382494,-76.425657"
"21014","Roland Park Steps & Traditions","St. David's Church","4700 Roland Ave.","Roland Park","21210","4","Wed","08:00P","20:00","O","NSM","Discussion","Steps/Trads. 3rd Wed.","H","39.348027,-76.636094"
"4327","Because We're Worth It","St. Peter's Episcopal Church","3695 Rogers Ave. & Frederick Rd.","Ellicott City","21043","4","Wed","12:00P","12:00","O","W","Discussion","Women","H","39.269104,-76.810259"
"22719","Whatever It Takes","St. Stephen's Lutheran Church","901 Courtney Rd. at Wilkens Ave-rear","Arbutus/Halethorpe","21227","4","Wed","12:00P","12:00","O","NSM","Discussion","","","39.263508,-76.70027"
"20102","Chase & Brexton Gay","Waxter Center","1000 Cathedral St., 3rd Flr","Downtown Baltimore","21201","2","Mon","07:15P","19:15","O","G","Discussion","Gay","H","39.3012,-76.617987"
"20104","Druid Hill","A.M.E. Zion Church","1128 Pennsylvania at Dolphin; rear ent., basement","Baltimore","21201","5","Thu","07:00P","19:00","O","NSM","Discussion","","","39.299323,-76.629447"
"20117","Came To Believe","A.M.E. Zion Church","1128 Pennsylvania Ave. & Dolphin St.","Downtown Baltimore","21201","7","Sat","12:00P","12:00","O","NSM","Discussion","","H","39.299518,-76.629665"
"20202","Live And Let Live Gay","St. Vincent De Paul's Church","120 N. Front St.","Downtown Baltimore","21202","7","Sat","08:30P","20:30","O","G","Discussion","Gay","H","39.291419,-76.606084"
"22466","Eastside Monday Noon","857 Club","100 S. Haven St.","Canton/Highlandtown","21224","2","Mon","12:00P","12:00","O","NSM","Discussion","","","39.291341,-76.562818"
"4513","Ebony & Ivory","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","3","Tue","08:00P","20:00","O","NSM","Discussion","Step","H","39.213784,-76.846077"
"20208","Back To Basics Downtown","Our Daily Bread","725 Fallsway & Madison St.","Downtown Baltimore","21202","6","Fri","06:30P","18:30","O","NSM","Discussion","Step","H","39.298277,-76.610169"
"20211","Old Town Women's","Centennial Caroline Church","1029 E. Monument St.","Downtown Baltimore","21202","7","Sat","02:00P","14:00","O","W","Discussion","Women","","39.298016,-76.603596"
"20218","First Step","A.M.E. Zion Church","1128 Pennsylvania at Dolphin; rm. 4, 2nd fl.","Downtown Baltimore","21201","4","Wed","07:00P","19:00","O","NSM","Discussion","","H","39.299323,-76.629447"
"20219","City Hall Jury","Zion Church","400 E. Lexington @ Holiday; ent. off alley","Downtown Baltimore","21202","4","Wed","12:15P","12:15","O","NSM","Discussion","Step","","39.291417,-76.610151"
"20220","Greater Recovery II","Our Daily Bread","725 Fallsway & Madison St.","Downtown Baltimore","21202","4","Wed","05:30P","17:30","O","NSM","Discussion","","","39.298277,-76.610169"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","1","Sun","07:00A","07:00","O","NSM","Speaker","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","2","Mon","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","3","Tue","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","4","Wed","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","5","Thu","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","6","Fri","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","7","Sat","07:00A","07:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","7","Sat","09:00A","09:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","5","Thu","12:00P","12:00","O","NSM","Discussion","Step","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","4","Wed","07:30P","19:30","O","NSM","Discussion","Big Book","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","7","Sat","10:30A","10:30","O","W","Discussion","Women","","39.38871,-76.572098"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","5","Thu","07:00P","19:00","O","NSM","Discussion","Step","","39.38871,-76.572098"
"20404","Brooklandwood","Hunt's Memorial Methodist Church","1901 W. Joppa Rd.","Towson","21204","6","Fri","08:30P","20:30","O","NSM","Discussion","","H","39.409166,-76.653238"
"20406","Hilltop","Trinity Episcopal Church","120 Allegheny Ave., ent. glass doors off rear lot","Towson","21204","3","Tue","07:00P","19:00","O","NSM","Discussion","Beginner's","","39.402025,-76.606574"
"20407","Hatch","Hunt's Memorial Methodist Church","1901 W. Joppa Rd.","Towson","21204","2","Mon","08:30P","20:30","O","NSM","Discussion","","H","39.409166,-76.653238"
"20408","Hatchery","Church Of The Good Shepherd","1401 Carrollton Ave. & Boyce Ave.","Towson","21204","2","Mon","08:30P","20:30","O","YP","Discussion","Young People","","39.402433,-76.641661"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","3","Tue","12:00P","12:00","O","NSM","Discussion","","","39.38871,-76.572098"
"28602","The Family Afterwards","St. Thomas Episcopal Church","1108 Providence Road","Towson","21286","6","Fri","07:00P","19:00","O","NSM","Discussion","","","39.413226,-76.577316"
"3004","Daystarters","Epworth United Methodist Church","600 Warren Rd.","Cockeysville","21030","2","Mon","06:30A","06:30","O","NSM","Discussion","","","39.473881,-76.621198"
"20411","New Beginnings of Hope","Christus Victor Lutheran Church","9833 Harford Rd.","Parkville","21234","6","Fri","07:00P","19:00","O","NSM","Discussion","","","39.401822,-76.51758"
"20412","Nu Women","Central Presbyterian Church","7308 York Rd.; use side door entrance","Towson","21204","2","Mon","08:00P","20:00","C","W","Step","Women","","39.384741,-76.607446"
"20413","Ruxton","Church of the Good Shepherd","1401 Carrollton Ave. & Boyce Ave.","Towson","21204","6","Fri","08:00P","20:00","O","NSM","Discussion","","","39.402447,-76.641663"
"20419","Towson","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","2","Mon","08:00P","20:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20419","Towson","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","3","Tue","08:00P","20:00","O","NSM","Discussion","Step","","39.38871,-76.572098"
"20419","Towson","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","6","Fri","08:30P","20:30","O","NSM","Discussion","Trad. 1st Fri. of month","","39.38871,-76.572098"
"20425","Wednesday Luncheon","Hunt's Memorial Methodist Church","1901 W. Joppa Rd.","Towson","21204","4","Wed","12:30P","12:30","O","NSM","Discussion","","H","39.409181,-76.653228"
"20434","Living Sober","Church Of The Holy Comforter","130 Seminary Ave., at Bellona Ave.","Lutherville/Timonium","21093","7","Sat","04:30P","16:30","O","NSM","Discussion","Beginner","H","39.421102,-76.620945"
"20436","Beltway Beginner Step","Towson Methodist Church","501 Hampton Ln. & Dulaney Valley Rd.","Towson","21286","5","Thu","08:30P","20:30","O","NSM","Discussion","Step","","39.414305,-76.599112"
"20503","Self Help","St. Wenceslaus Church","2111 Ashland Ave.","Baltimore","21205","6","Fri","07:00P","19:00","O","NSM","Discussion","","","39.300467,-76.587107"
"20506","We Had Enough","St. Phillip's Lutheran Church","501 N. Caroline St.;basement","Baltimore","21205","5","Thu","08:30P","20:30","O","NSM","Speaker","","","39.296312,-76.597414"
"20507","Wolfe Street","Johns Hopkins Hospital (21287)","600 N. Wolfe St.- Meyer Bldg/Conf. Rm. 191","Baltimore","21205","7","Sat","08:30P","20:30","O","NSM","Discussion","","","39.297393,-76.59079"
"20512","K.I.S.S.","New Assembly Of Life Church","5215 Wright Ave.","Baltimore","21205","3","Tue","07:00P","19:00","O","NSM","Discussion","","H","39.304861,-76.55163"
"78405","Eldersburg Noon","St. Joseph's Church","915 Liberty Rd. Rm. 12","Sykesville/Eldersburg","21784","4","Wed","12:00P","12:00","O","NSM","Discussion","Big Book","","39.437908,-77.029329"
"20601","St. Anthony's Mid-Day","St. Anthony's Church","4414 Frankford Ave.; rectory basement","Baltimore","21206","4","Wed","12:00P","12:00","O","NSM","Discussion","","H","39.337092,-76.550746"
"20602","Getting Honest","St. Anthony's Church","4414 Frankford Ave.; rectory basement","Baltimore","21206","1","Sun","06:30P","18:30","O","W","Discussion","Speaker/Chip","H","39.338004,-76.55158"
"20601","St. Anthony's Mid-Day","St. Anthony's Church","4414 Frankford Ave.; rectory basement","Baltimore","21206","6","Fri","12:00P","12:00","O","NSM","Discussion","","H","39.337092,-76.550746"
"20610","Overlea Monday Night","Epiphany Lutheran Church","4301 Raspe @ Marluth Ave. (off 6100 Belair Rd.)","Baltimore","21206","2","Mon","08:30P","20:30","O","NSM","Discussion","","","39.349197,-76.534876"
"20613","Primary Purpose","St. Luke's Lutheran Church","7001 Harford Rd.","Parkville","21234","6","Fri","08:00P","20:00","C","NSM","Discussion","","","39.366609,-76.54883"
"20601","St. Anthony's Mid-Day","St. Anthony's Church","4414 Frankford Ave.; rectory basement","Baltimore","21206","7","Sat","12:00P","12:00","O","NSM","Discussion","","H","39.337092,-76.550746"
"20601","St. Anthony's Mid-Day","St. Anthony's Church","4414 Frankford Ave.; rectory basement","Baltimore","21206","5","Thu","12:00P","12:00","O","NSM","Discussion","","H","39.337092,-76.550746"
"20619","Rossville Saturday Mid-Day","Central Christian Assembly","7411 Rossville Blvd., Rm 106","Rosedale","21237","7","Sat","12:00P","12:00","O","NSM","Discussion","Step","","39.356764,-76.48693"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","1","Sun","09:45A","09:45","O","NSM","Discussion","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","1","Sun","04:45P","16:45","O","NSM","Discussion","Beginner Chip","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","1","Sun","07:15P","19:15","O","NSM","Discussion","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","2","Mon","07:00A","07:00","O","NSM","Speaker","Big Book","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","2","Mon","11:45A","11:45","O","NSM","Discussion","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","2","Mon","07:15P","19:15","O","NSM","Speaker","Big Book","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","3","Tue","07:00A","07:00","O","NSM","Speaker","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","3","Tue","11:45A","11:45","O","NSM","Speaker","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","3","Tue","07:15P","19:15","O","NSM","Speaker","Tradition","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","4","Wed","07:00A","07:00","O","NSM","Discussion","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","4","Wed","11:45A","11:45","O","NSM","Discussion","","H","39.325804,-76.68267"
"20709","Mustard Seed","Old Firehouse","3901 Liberty Heights at Garrison Blvd.","Woodlawn","21207","4","Wed","07:15P","19:15","O","NSM","Speaker","Step","H","39.325804,-76.68267"
